Entrez_ID,Gene_Symbol,Phytochemicals
3620,IDO1,['Dehydro-alpha-lapachone']
2147,F2,['Beta-sitosterol']
2740,GLP1R,['Betulinic acid']
2099,ESR1,['Anthraquinones']
1728,NQO1,"['Betulinic acid', 'Dehydro-alpha-lapachone']"
5770,PTPN1,['Betulinic acid']
