Entrez_ID,Gene_Symbol,Phytochemicals
5054,SERPINE1,['Gallic acid']
2147,F2,['Beta-sitosterol']
2740,GLP1R,['Betulinic acid']
2099,ESR1,['Gallic acid']
761,CA3,['Gallic acid']
1728,NQO1,['Betulinic acid']
2908,NR3C1,['Gallic acid']
1066,CES1,['Lupeol']
5743,PTGS2,"['Gallic acid', 'Betulin', 'Beta amyrin']"
1636,ACE,['Gallic acid']
5770,PTPN1,"['Betulinic acid', 'Beta amyrin', 'Lupeol']"
