Entrez_ID,Gene_Symbol,Phytochemicals
4000,LMNA,"['Jatrorrhizine', 'Palmatine']"
5467,PPARD,['Berberine']
2548,GAA,['Jatrorrhizine']
5563,PRKAA2,['Berberine']
1544,CYP1A2,['Berberine']
5465,PPARA,['Berberine']
5770,PTPN1,"['Palmatine', 'Berberine']"
