Entrez_ID,Gene_Symbol,Phytochemicals
4000,LMNA,['Gallic acid']
1803,DPP4,"['Beta-sitosterol', 'Gallic acid', 'Betulinic acid']"
213,ALB,['Betulinic acid']
1636,ACE,['Gallic acid']
5579,PRKCB,"['Betulin', 'Betulinic acid']"
5563,PRKAA2,"['Beta-sitosterol', 'Beta-sitosterol glucoside', 'Betulinic acid']"
5054,SERPINE1,['Gallic acid']
5770,PTPN1,"['Betulinic acid', 'Beta amyrin', 'Lupeol']"
2740,GLP1R,['Betulinic acid']
