Entrez_ID,Gene_Symbol,Phytochemicals
1803,DPP4,"['Beta-sitosterol', 'Betulinic acid']"
213,ALB,['Betulinic acid']
5579,PRKCB,['Betulinic acid']
5563,PRKAA2,"['Beta-sitosterol', 'Betulinic acid']"
1544,CYP1A2,['Naphthalene']
5770,PTPN1,['Betulinic acid']
2740,GLP1R,['Betulinic acid']
