source_id,source_type,relation,properties,target_id,target_type
CID_289,Phytochemical,interacts_with,,2237,Target
CID_289,Phytochemical,interacts_with,,2321,Target
CID_289,Phytochemical,interacts_with,,23632,Target
CID_289,Phytochemical,interacts_with,,240,Target
CID_289,Phytochemical,interacts_with,,246,Target
CID_289,Phytochemical,interacts_with,,247,Target
CID_289,Phytochemical,interacts_with,,2475,Target
CID_289,Phytochemical,interacts_with,,2534,Target
CID_289,Phytochemical,interacts_with,,25797,Target
CID_289,Phytochemical,interacts_with,,26013,Target
CID_289,Phytochemical,interacts_with,,2744,Target
CID_289,Phytochemical,interacts_with,,2908,Target
CID_289,Phytochemical,interacts_with,,3028,Target
CID_289,Phytochemical,interacts_with,,3091,Target
CID_289,Phytochemical,interacts_with,,3156,Target
CID_289,Phytochemical,interacts_with,,3248,Target
CID_289,Phytochemical,interacts_with,,3269,Target
CID_289,Phytochemical,interacts_with,,3274,Target
CID_289,Phytochemical,interacts_with,,328,Target
CID_289,Phytochemical,interacts_with,,3309,Target
CID_289,Phytochemical,interacts_with,,3315,Target
CID_289,Phytochemical,interacts_with,,3356,Target
CID_289,Phytochemical,interacts_with,,3357,Target
CID_289,Phytochemical,interacts_with,,3358,Target
CID_289,Phytochemical,interacts_with,,3362,Target
CID_289,Phytochemical,interacts_with,,3417,Target
CID_289,Phytochemical,interacts_with,,3576,Target
CID_289,Phytochemical,interacts_with,,3577,Target
CID_289,Phytochemical,interacts_with,,3579,Target
CID_289,Phytochemical,interacts_with,,3620,Target
CID_289,Phytochemical,interacts_with,,367,Target
CID_289,Phytochemical,interacts_with,,3725,Target
CID_289,Phytochemical,interacts_with,,3757,Target
CID_289,Phytochemical,interacts_with,,390245,Target
CID_289,Phytochemical,interacts_with,,3932,Target
CID_289,Phytochemical,interacts_with,,4000,Target
CID_289,Phytochemical,interacts_with,,4128,Target
CID_289,Phytochemical,interacts_with,,4137,Target
CID_289,Phytochemical,interacts_with,,4159,Target
CID_289,Phytochemical,interacts_with,,4160,Target
CID_289,Phytochemical,interacts_with,,4161,Target
CID_289,Phytochemical,interacts_with,,4193,Target
CID_289,Phytochemical,interacts_with,,43,Target
CID_289,Phytochemical,interacts_with,,4312,Target
CID_289,Phytochemical,interacts_with,,4313,Target
CID_289,Phytochemical,interacts_with,,4314,Target
CID_289,Phytochemical,interacts_with,,4317,Target
CID_289,Phytochemical,interacts_with,,4318,Target
CID_289,Phytochemical,interacts_with,,4780,Target
CID_289,Phytochemical,interacts_with,,4790,Target
CID_289,Phytochemical,interacts_with,,4864,Target
CID_289,Phytochemical,interacts_with,,4886,Target
CID_289,Phytochemical,interacts_with,,4887,Target
CID_289,Phytochemical,interacts_with,,4985,Target
CID_289,Phytochemical,interacts_with,,4986,Target
CID_289,Phytochemical,interacts_with,,4988,Target
CID_289,Phytochemical,interacts_with,,51053,Target
CID_289,Phytochemical,interacts_with,,51426,Target
CID_289,Phytochemical,interacts_with,,5290,Target
CID_289,Phytochemical,interacts_with,,5300,Target
CID_289,Phytochemical,interacts_with,,5376,Target
CID_289,Phytochemical,interacts_with,,5423,Target
CID_289,Phytochemical,interacts_with,,5429,Target
CID_289,Phytochemical,interacts_with,,5467,Target
CID_289,Phytochemical,interacts_with,,5468,Target
CID_289,Phytochemical,interacts_with,,54737,Target
CID_289,Phytochemical,interacts_with,,552,Target
CID_289,Phytochemical,interacts_with,,5530,Target
CID_289,Phytochemical,interacts_with,,55775,Target
CID_289,Phytochemical,interacts_with,,5578,Target
CID_289,Phytochemical,interacts_with,,5594,Target
CID_289,Phytochemical,interacts_with,,5595,Target
CID_289,Phytochemical,interacts_with,,5724,Target
CID_289,Phytochemical,interacts_with,,5742,Target
CID_289,Phytochemical,interacts_with,,5743,Target
CID_289,Phytochemical,interacts_with,,5745,Target
CID_289,Phytochemical,interacts_with,,5788,Target
CID_289,Phytochemical,interacts_with,,5965,Target
CID_289,Phytochemical,interacts_with,,5999,Target
CID_289,Phytochemical,interacts_with,,60489,Target
CID_289,Phytochemical,interacts_with,,6097,Target
CID_289,Phytochemical,interacts_with,,624,Target
CID_289,Phytochemical,interacts_with,,6311,Target
CID_289,Phytochemical,interacts_with,,641,Target
CID_289,Phytochemical,interacts_with,,6530,Target
CID_289,Phytochemical,interacts_with,,6531,Target
CID_289,Phytochemical,interacts_with,,6532,Target
CID_289,Phytochemical,interacts_with,,6606,Target
CID_289,Phytochemical,interacts_with,,6865,Target
CID_289,Phytochemical,interacts_with,,6869,Target
CID_289,Phytochemical,interacts_with,,6916,Target
CID_289,Phytochemical,interacts_with,,7066,Target
CID_289,Phytochemical,interacts_with,,729230,Target
CID_289,Phytochemical,interacts_with,,7433,Target
CID_289,Phytochemical,interacts_with,,7498,Target
CID_289,Phytochemical,interacts_with,,759,Target
CID_289,Phytochemical,interacts_with,,760,Target
CID_289,Phytochemical,interacts_with,,761,Target
CID_289,Phytochemical,interacts_with,,762,Target
CID_289,Phytochemical,interacts_with,,763,Target
CID_289,Phytochemical,interacts_with,,765,Target
CID_289,Phytochemical,interacts_with,,766,Target
CID_289,Phytochemical,interacts_with,,768,Target
CID_289,Phytochemical,interacts_with,,771,Target
CID_289,Phytochemical,interacts_with,,799,Target
CID_289,Phytochemical,interacts_with,,834,Target
CID_289,Phytochemical,interacts_with,,8654,Target
CID_289,Phytochemical,interacts_with,,886,Target
CID_289,Phytochemical,interacts_with,,9367,Target
CID_289,Phytochemical,interacts_with,,9682,Target
CID_289,Phytochemical,interacts_with,,9971,Target
Terminalia arjuna,SHD,contains_chemical,part:Bark,CID_6251,Phytochemical
CID_6251,Phytochemical,interacts_with,,10280,Target
CID_6251,Phytochemical,interacts_with,,10800,Target
CID_6251,Phytochemical,interacts_with,,11255,Target
CID_6251,Phytochemical,interacts_with,,1128,Target
CID_6251,Phytochemical,interacts_with,,1129,Target
CID_6251,Phytochemical,interacts_with,,1131,Target
CID_6251,Phytochemical,interacts_with,,1132,Target
CID_6251,Phytochemical,interacts_with,,1133,Target
CID_6251,Phytochemical,interacts_with,,1233,Target
CID_6251,Phytochemical,interacts_with,,1234,Target
CID_6251,Phytochemical,interacts_with,,1268,Target
CID_6251,Phytochemical,interacts_with,,134,Target
CID_6251,Phytochemical,interacts_with,,135,Target
CID_6251,Phytochemical,interacts_with,,140,Target
CID_6251,Phytochemical,interacts_with,,1432,Target
CID_6251,Phytochemical,interacts_with,,146,Target
CID_6251,Phytochemical,interacts_with,,148,Target
CID_6251,Phytochemical,interacts_with,,150,Target
CID_6251,Phytochemical,interacts_with,,151,Target
CID_6251,Phytochemical,interacts_with,,1511,Target
CID_6251,Phytochemical,interacts_with,,152,Target
CID_6251,Phytochemical,interacts_with,,153,Target
CID_6251,Phytochemical,interacts_with,,154,Target
CID_6251,Phytochemical,interacts_with,,1544,Target
CID_6251,Phytochemical,interacts_with,,1548,Target
CID_6251,Phytochemical,interacts_with,,155,Target
CID_6251,Phytochemical,interacts_with,,1557,Target
CID_6251,Phytochemical,interacts_with,,1559,Target
CID_6251,Phytochemical,interacts_with,,1565,Target
CID_6251,Phytochemical,interacts_with,,1571,Target
CID_6251,Phytochemical,interacts_with,,1576,Target
CID_6251,Phytochemical,interacts_with,,1812,Target
CID_6251,Phytochemical,interacts_with,,1813,Target
CID_6251,Phytochemical,interacts_with,,1814,Target
CID_6251,Phytochemical,interacts_with,,1815,Target
CID_6251,Phytochemical,interacts_with,,186,Target
CID_6251,Phytochemical,interacts_with,,1909,Target
CID_6251,Phytochemical,interacts_with,,1956,Target
CID_6251,Phytochemical,interacts_with,,1991,Target
CID_6251,Phytochemical,interacts_with,,2064,Target
CID_6251,Phytochemical,interacts_with,,2099,Target
CID_6251,Phytochemical,interacts_with,,2100,Target
CID_6251,Phytochemical,interacts_with,,2147,Target
CID_6251,Phytochemical,interacts_with,,2321,Target
CID_6251,Phytochemical,interacts_with,,23435,Target
CID_6251,Phytochemical,interacts_with,,2534,Target
CID_6251,Phytochemical,interacts_with,,2554,Target
CID_6251,Phytochemical,interacts_with,,2555,Target
CID_6251,Phytochemical,interacts_with,,2561,Target
CID_6251,Phytochemical,interacts_with,,2566,Target
CID_6251,Phytochemical,interacts_with,,26013,Target
CID_6251,Phytochemical,interacts_with,,2908,Target
CID_6251,Phytochemical,interacts_with,,3156,Target
CID_6251,Phytochemical,interacts_with,,3269,Target
CID_6251,Phytochemical,interacts_with,,3274,Target
CID_6251,Phytochemical,interacts_with,,3350,Target
CID_6251,Phytochemical,interacts_with,,3356,Target
CID_6251,Phytochemical,interacts_with,,3357,Target
CID_6251,Phytochemical,interacts_with,,3358,Target
CID_6251,Phytochemical,interacts_with,,3362,Target
CID_6251,Phytochemical,interacts_with,,3577,Target
CID_6251,Phytochemical,interacts_with,,3579,Target
CID_6251,Phytochemical,interacts_with,,367,Target
CID_6251,Phytochemical,interacts_with,,3757,Target
CID_6251,Phytochemical,interacts_with,,3791,Target
CID_6251,Phytochemical,interacts_with,,3932,Target
CID_6251,Phytochemical,interacts_with,,4000,Target
CID_6251,Phytochemical,interacts_with,,4128,Target
CID_6251,Phytochemical,interacts_with,,4159,Target
CID_6251,Phytochemical,interacts_with,,4160,Target
CID_6251,Phytochemical,interacts_with,,4161,Target
CID_6251,Phytochemical,interacts_with,,43,Target
CID_6251,Phytochemical,interacts_with,,4312,Target
CID_6251,Phytochemical,interacts_with,,4318,Target
CID_6251,Phytochemical,interacts_with,,4780,Target
CID_6251,Phytochemical,interacts_with,,4886,Target
CID_6251,Phytochemical,interacts_with,,4887,Target
CID_6251,Phytochemical,interacts_with,,49,Target
CID_6251,Phytochemical,interacts_with,,4985,Target
CID_6251,Phytochemical,interacts_with,,4986,Target
CID_6251,Phytochemical,interacts_with,,4988,Target
CID_6251,Phytochemical,interacts_with,,51053,Target
CID_6251,Phytochemical,interacts_with,,5139,Target
CID_6251,Phytochemical,interacts_with,,5141,Target
CID_6251,Phytochemical,interacts_with,,5241,Target
CID_6251,Phytochemical,interacts_with,,5243,Target
CID_6251,Phytochemical,interacts_with,,552,Target
CID_6251,Phytochemical,interacts_with,,5530,Target
CID_6251,Phytochemical,interacts_with,,5578,Target
CID_6251,Phytochemical,interacts_with,,5594,Target
CID_6251,Phytochemical,interacts_with,,5595,Target
CID_6251,Phytochemical,interacts_with,,5724,Target
CID_6251,Phytochemical,interacts_with,,5742,Target
CID_6251,Phytochemical,interacts_with,,5743,Target
CID_6251,Phytochemical,interacts_with,,5788,Target
CID_6251,Phytochemical,interacts_with,,624,Target
CID_6251,Phytochemical,interacts_with,,6530,Target
CID_6251,Phytochemical,interacts_with,,6531,Target
CID_6251,Phytochemical,interacts_with,,6532,Target
CID_6251,Phytochemical,interacts_with,,6580,Target
CID_6251,Phytochemical,interacts_with,,6865,Target
CID_6251,Phytochemical,interacts_with,,6869,Target
CID_6251,Phytochemical,interacts_with,,6915,Target
CID_6251,Phytochemical,interacts_with,,6916,Target
CID_6251,Phytochemical,interacts_with,,729230,Target
CID_6251,Phytochemical,interacts_with,,7398,Target
CID_6251,Phytochemical,interacts_with,,7433,Target
CID_6251,Phytochemical,interacts_with,,760,Target
CID_6251,Phytochemical,interacts_with,,799,Target
CID_6251,Phytochemical,interacts_with,,834,Target
CID_6251,Phytochemical,interacts_with,,8654,Target
CID_6251,Phytochemical,interacts_with,,886,Target
CID_6251,Phytochemical,interacts_with,,9429,Target
Terminalia arjuna,SHD,contains_chemical,part:Bark,CID_72277,Phytochemical
CID_72277,Phytochemical,interacts_with,,10599,Target
CID_72277,Phytochemical,interacts_with,,11309,Target
CID_72277,Phytochemical,interacts_with,,118429,Target
CID_72277,Phytochemical,interacts_with,,1268,Target
CID_72277,Phytochemical,interacts_with,,1269,Target
CID_72277,Phytochemical,interacts_with,,213,Target
CID_72277,Phytochemical,interacts_with,,28234,Target
CID_72277,Phytochemical,interacts_with,,4985,Target
CID_72277,Phytochemical,interacts_with,,4986,Target
CID_72277,Phytochemical,interacts_with,,4988,Target
CID_72277,Phytochemical,interacts_with,,5226,Target
CID_72277,Phytochemical,interacts_with,,5693,Target
CID_72277,Phytochemical,interacts_with,,5893,Target
CID_72277,Phytochemical,interacts_with,,596,Target
CID_72277,Phytochemical,interacts_with,,65220,Target
CID_72277,Phytochemical,interacts_with,,6622,Target
CID_72277,Phytochemical,interacts_with,,7257,Target
CID_72277,Phytochemical,interacts_with,,7498,Target
Terminalia arjuna,SHD,contains_chemical,part:Bark,CID_10494,Phytochemical
Terminalia arjuna,SHD,contains_chemical,part:Bark,CID_73641,Phytochemical
CID_73641,Phytochemical,interacts_with,,151306,Target
CID_73641,Phytochemical,interacts_with,,240,Target
CID_73641,Phytochemical,interacts_with,,247,Target
CID_73641,Phytochemical,interacts_with,,5743,Target
CID_73641,Phytochemical,interacts_with,,9971,Target
Terminalia arjuna,SHD,contains_chemical,part:Bark,CID_440835,Phytochemical
Terminalia arjuna,SHD,contains_chemical,part:Bark,CID_622032,Phytochemical
Terminalia arjuna,SHD,contains_chemical,part:Bark,CID_15385516,Phytochemical
Terminalia arjuna,SHD,contains_chemical,part:Bark,CID_14034812,Phytochemical
CID_14034812,Phytochemical,interacts_with,,4193,Target
CID_14034812,Phytochemical,interacts_with,,7157,Target
Terminalia arjuna,SHD,contains_chemical,part:Bark,CID_5281605,Phytochemical
CID_5281605,Phytochemical,interacts_with,,10013,Target
CID_5281605,Phytochemical,interacts_with,,100861540,Target
CID_5281605,Phytochemical,interacts_with,,10411,Target
CID_5281605,Phytochemical,interacts_with,,10599,Target
CID_5281605,Phytochemical,interacts_with,,10769,Target
CID_5281605,Phytochemical,interacts_with,,11201,Target
CID_5281605,Phytochemical,interacts_with,,11283,Target
CID_5281605,Phytochemical,interacts_with,,113612,Target
CID_5281605,Phytochemical,interacts_with,,120227,Target
CID_5281605,Phytochemical,interacts_with,,1263,Target
CID_5281605,Phytochemical,interacts_with,,1385,Target
CID_5281605,Phytochemical,interacts_with,,1457,Target
CID_5281605,Phytochemical,interacts_with,,1459,Target
CID_5281605,Phytochemical,interacts_with,,1460,Target
CID_5281605,Phytochemical,interacts_with,,1543,Target
CID_5281605,Phytochemical,interacts_with,,1544,Target
CID_5281605,Phytochemical,interacts_with,,1545,Target
CID_5281605,Phytochemical,interacts_with,,1548,Target
CID_5281605,Phytochemical,interacts_with,,1549,Target
CID_5281605,Phytochemical,interacts_with,,1553,Target
CID_5281605,Phytochemical,interacts_with,,1555,Target
CID_5281605,Phytochemical,interacts_with,,1557,Target
CID_5281605,Phytochemical,interacts_with,,1558,Target
CID_5281605,Phytochemical,interacts_with,,1559,Target
CID_5281605,Phytochemical,interacts_with,,1562,Target
CID_5281605,Phytochemical,interacts_with,,1565,Target
CID_5281605,Phytochemical,interacts_with,,1571,Target
CID_5281605,Phytochemical,interacts_with,,1572,Target
CID_5281605,Phytochemical,interacts_with,,1573,Target
CID_5281605,Phytochemical,interacts_with,,1576,Target
CID_5281605,Phytochemical,interacts_with,,1577,Target
CID_5281605,Phytochemical,interacts_with,,1579,Target
CID_5281605,Phytochemical,interacts_with,,1580,Target
CID_5281605,Phytochemical,interacts_with,,1612,Target
CID_5281605,Phytochemical,interacts_with,,18,Target
CID_5281605,Phytochemical,interacts_with,,1803,Target
CID_5281605,Phytochemical,interacts_with,,207,Target
CID_5281605,Phytochemical,interacts_with,,2099,Target
CID_5281605,Phytochemical,interacts_with,,216,Target
CID_5281605,Phytochemical,interacts_with,,2203,Target
CID_5281605,Phytochemical,interacts_with,,2237,Target
CID_5281605,Phytochemical,interacts_with,,23028,Target
CID_5281605,Phytochemical,interacts_with,,2322,Target
CID_5281605,Phytochemical,interacts_with,,239,Target
CID_5281605,Phytochemical,interacts_with,,240,Target
CID_5281605,Phytochemical,interacts_with,,246,Target
CID_5281605,Phytochemical,interacts_with,,247,Target
CID_5281605,Phytochemical,interacts_with,,2548,Target
CID_5281605,Phytochemical,interacts_with,,2554,Target
CID_5281605,Phytochemical,interacts_with,,2555,Target
CID_5281605,Phytochemical,interacts_with,,2556,Target
CID_5281605,Phytochemical,interacts_with,,2557,Target
CID_5281605,Phytochemical,interacts_with,,2558,Target
CID_5281605,Phytochemical,interacts_with,,2559,Target
CID_5281605,Phytochemical,interacts_with,,2560,Target
CID_5281605,Phytochemical,interacts_with,,2561,Target
CID_5281605,Phytochemical,interacts_with,,2562,Target
CID_5281605,Phytochemical,interacts_with,,2563,Target
CID_5281605,Phytochemical,interacts_with,,2564,Target
CID_5281605,Phytochemical,interacts_with,,2565,Target
CID_5281605,Phytochemical,interacts_with,,2566,Target
CID_5281605,Phytochemical,interacts_with,,2567,Target
CID_5281605,Phytochemical,interacts_with,,2568,Target
CID_5281605,Phytochemical,interacts_with,,25939,Target
CID_5281605,Phytochemical,interacts_with,,2597,Target
CID_5281605,Phytochemical,interacts_with,,26013,Target
CID_5281605,Phytochemical,interacts_with,,2629,Target
CID_5281605,Phytochemical,interacts_with,,2739,Target
CID_5281605,Phytochemical,interacts_with,,28234,Target
CID_5281605,Phytochemical,interacts_with,,283106,Target
CID_5281605,Phytochemical,interacts_with,,284541,Target
CID_5281605,Phytochemical,interacts_with,,2859,Target
CID_5281605,Phytochemical,interacts_with,,2870,Target
CID_5281605,Phytochemical,interacts_with,,2908,Target
CID_5281605,Phytochemical,interacts_with,,29785,Target
CID_5281605,Phytochemical,interacts_with,,3028,Target
CID_5281605,Phytochemical,interacts_with,,3043,Target
CID_5281605,Phytochemical,interacts_with,,3248,Target
CID_5281605,Phytochemical,interacts_with,,328,Target
CID_5281605,Phytochemical,interacts_with,,3293,Target
CID_5281605,Phytochemical,interacts_with,,3363,Target
CID_5281605,Phytochemical,interacts_with,,367,Target
CID_5281605,Phytochemical,interacts_with,,3725,Target
CID_5281605,Phytochemical,interacts_with,,3741,Target
CID_5281605,Phytochemical,interacts_with,,3757,Target
CID_5281605,Phytochemical,interacts_with,,390245,Target
CID_5281605,Phytochemical,interacts_with,,4051,Target
CID_5281605,Phytochemical,interacts_with,,4137,Target
CID_5281605,Phytochemical,interacts_with,,4297,Target
CID_5281605,Phytochemical,interacts_with,,4759,Target
CID_5281605,Phytochemical,interacts_with,,51053,Target
CID_5281605,Phytochemical,interacts_with,,51422,Target
CID_5281605,Phytochemical,interacts_with,,51426,Target
CID_5281605,Phytochemical,interacts_with,,5241,Target
CID_5281605,Phytochemical,interacts_with,,5243,Target
CID_5281605,Phytochemical,interacts_with,,5292,Target
CID_5281605,Phytochemical,interacts_with,,5300,Target
CID_5281605,Phytochemical,interacts_with,,5347,Target
CID_5281605,Phytochemical,interacts_with,,53632,Target
CID_5281605,Phytochemical,interacts_with,,54205,Target
CID_5281605,Phytochemical,interacts_with,,5429,Target
CID_5281605,Phytochemical,interacts_with,,54583,Target
CID_5281605,Phytochemical,interacts_with,,54658,Target
CID_5281605,Phytochemical,interacts_with,,54905,Target
CID_5281605,Phytochemical,interacts_with,,5550,Target
CID_5281605,Phytochemical,interacts_with,,5562,Target
CID_5281605,Phytochemical,interacts_with,,5563,Target
CID_5281605,Phytochemical,interacts_with,,5564,Target
CID_5281605,Phytochemical,interacts_with,,5565,Target
CID_5281605,Phytochemical,interacts_with,,55662,Target
CID_5281605,Phytochemical,interacts_with,,5571,Target
CID_5281605,Phytochemical,interacts_with,,55775,Target
CID_5281605,Phytochemical,interacts_with,,55879,Target
CID_5281605,Phytochemical,interacts_with,,5644,Target
CID_5281605,Phytochemical,interacts_with,,5645,Target
CID_5281605,Phytochemical,interacts_with,,5646,Target
CID_5281605,Phytochemical,interacts_with,,5802,Target
CID_5281605,Phytochemical,interacts_with,,5965,Target
CID_5281605,Phytochemical,interacts_with,,6401,Target
CID_5281605,Phytochemical,interacts_with,,6402,Target
CID_5281605,Phytochemical,interacts_with,,6403,Target
CID_5281605,Phytochemical,interacts_with,,641,Target
CID_5281605,Phytochemical,interacts_with,,6476,Target
CID_5281605,Phytochemical,interacts_with,,64816,Target
CID_5281605,Phytochemical,interacts_with,,6606,Target
CID_5281605,Phytochemical,interacts_with,,6622,Target
CID_5281605,Phytochemical,interacts_with,,672,Target
CID_5281605,Phytochemical,interacts_with,,7068,Target
CID_5281605,Phytochemical,interacts_with,,7157,Target
CID_5281605,Phytochemical,interacts_with,,7366,Target
CID_5281605,Phytochemical,interacts_with,,7486,Target
CID_5281605,Phytochemical,interacts_with,,7498,Target
CID_5281605,Phytochemical,interacts_with,,7525,Target
CID_5281605,Phytochemical,interacts_with,,79915,Target
CID_5281605,Phytochemical,interacts_with,,8529,Target
CID_5281605,Phytochemical,interacts_with,,865,Target
CID_5281605,Phytochemical,interacts_with,,891,Target
CID_5281605,Phytochemical,interacts_with,,8972,Target
CID_5281605,Phytochemical,interacts_with,,9099,Target
CID_5281605,Phytochemical,interacts_with,,9212,Target
CID_5281605,Phytochemical,interacts_with,,9682,Target
CID_5281605,Phytochemical,interacts_with,,983,Target
Terminalia arjuna,SHD,contains_chemical,part:Bark,CID_12444386,Phytochemical
Terminalia arjuna,SHD,contains_chemical,part:Bark,CID_132568257,Phytochemical
Terminalia arjuna,SHD,contains_chemical,part:Bark,CAS_82178-34-5,Phytochemical
Terminalia arjuna,SHD,contains_chemical,part:Bark,CID_5365034,Phytochemical
Tectona grandis,SHD,contains_chemical,part:Wood,CID_222284,Phytochemical
Tectona grandis,SHD,contains_chemical,part:Wood,CID_64971,Phytochemical
CID_64971,Phytochemical,interacts_with,,10013,Target
CID_64971,Phytochemical,interacts_with,,10054,Target
CID_64971,Phytochemical,interacts_with,,10055,Target
CID_64971,Phytochemical,interacts_with,,10062,Target
CID_64971,Phytochemical,interacts_with,,10599,Target
CID_64971,Phytochemical,interacts_with,,1071,Target
CID_64971,Phytochemical,interacts_with,,11069,Target
CID_64971,Phytochemical,interacts_with,,112398,Target
CID_64971,Phytochemical,interacts_with,,112399,Target
CID_64971,Phytochemical,interacts_with,,151306,Target
CID_64971,Phytochemical,interacts_with,,1728,Target
CID_64971,Phytochemical,interacts_with,,1803,Target
CID_64971,Phytochemical,interacts_with,,200316,Target
CID_64971,Phytochemical,interacts_with,,213,Target
CID_64971,Phytochemical,interacts_with,,231,Target
CID_64971,Phytochemical,interacts_with,,2735,Target
CID_64971,Phytochemical,interacts_with,,2740,Target
CID_64971,Phytochemical,interacts_with,,28234,Target
CID_64971,Phytochemical,interacts_with,,2932,Target
CID_64971,Phytochemical,interacts_with,,3417,Target
CID_64971,Phytochemical,interacts_with,,4907,Target
CID_64971,Phytochemical,interacts_with,,51053,Target
CID_64971,Phytochemical,interacts_with,,51422,Target
CID_64971,Phytochemical,interacts_with,,51426,Target
CID_64971,Phytochemical,interacts_with,,53632,Target
CID_64971,Phytochemical,interacts_with,,5423,Target
CID_64971,Phytochemical,interacts_with,,5429,Target
CID_64971,Phytochemical,interacts_with,,54583,Target
CID_64971,Phytochemical,interacts_with,,54681,Target
CID_64971,Phytochemical,interacts_with,,5562,Target
CID_64971,Phytochemical,interacts_with,,5563,Target
CID_64971,Phytochemical,interacts_with,,5564,Target
CID_64971,Phytochemical,interacts_with,,5565,Target
CID_64971,Phytochemical,interacts_with,,5571,Target
CID_64971,Phytochemical,interacts_with,,55775,Target
CID_64971,Phytochemical,interacts_with,,5579,Target
CID_64971,Phytochemical,interacts_with,,5581,Target
CID_64971,Phytochemical,interacts_with,,57016,Target
CID_64971,Phytochemical,interacts_with,,5745,Target
CID_64971,Phytochemical,interacts_with,,5770,Target
CID_64971,Phytochemical,interacts_with,,5970,Target
CID_64971,Phytochemical,interacts_with,,5999,Target
CID_64971,Phytochemical,interacts_with,,60489,Target
CID_64971,Phytochemical,interacts_with,,7150,Target
CID_64971,Phytochemical,interacts_with,,7376,Target
CID_64971,Phytochemical,interacts_with,,9971,Target
Tectona grandis,SHD,contains_chemical,part:Wood,CID_3884,Phytochemical
CID_3884,Phytochemical,interacts_with,,10599,Target
CID_3884,Phytochemical,interacts_with,,1723,Target
CID_3884,Phytochemical,interacts_with,,2739,Target
CID_3884,Phytochemical,interacts_with,,28234,Target
CID_3884,Phytochemical,interacts_with,,2859,Target
CID_3884,Phytochemical,interacts_with,,4137,Target
CID_3884,Phytochemical,interacts_with,,5315,Target
CID_3884,Phytochemical,interacts_with,,6197,Target
CID_3884,Phytochemical,interacts_with,,6606,Target
CID_3884,Phytochemical,interacts_with,,7398,Target
CID_3884,Phytochemical,interacts_with,,7421,Target
CID_3884,Phytochemical,interacts_with,,80854,Target
CID_3884,Phytochemical,interacts_with,,993,Target
CID_3884,Phytochemical,interacts_with,,994,Target
Tectona grandis,SHD,contains_chemical,part:Wood,CID_6773,Phytochemical
CID_6773,Phytochemical,interacts_with,,1991,Target
CID_6773,Phytochemical,interacts_with,,367,Target
CID_6773,Phytochemical,interacts_with,,4780,Target
Tectona grandis,SHD,contains_chemical,part:Wood,CID_931,Phytochemical
CID_931,Phytochemical,interacts_with,,1544,Target
CID_931,Phytochemical,interacts_with,,1548,Target
CID_931,Phytochemical,interacts_with,,239,Target
CID_931,Phytochemical,interacts_with,,367,Target
CID_931,Phytochemical,interacts_with,,51053,Target
CID_931,Phytochemical,interacts_with,,5745,Target
Tectona grandis,SHD,contains_chemical,part:Wood,CID_6780,Phytochemical
CID_6780,Phytochemical,interacts_with,,10013,Target
CID_6780,Phytochemical,interacts_with,,10599,Target
CID_6780,Phytochemical,interacts_with,,10919,Target
CID_6780,Phytochemical,interacts_with,,2099,Target
CID_6780,Phytochemical,interacts_with,,2100,Target
CID_6780,Phytochemical,interacts_with,,28234,Target
CID_6780,Phytochemical,interacts_with,,4129,Target
CID_6780,Phytochemical,interacts_with,,4297,Target
CID_6780,Phytochemical,interacts_with,,4780,Target
CID_6780,Phytochemical,interacts_with,,5166,Target
CID_6780,Phytochemical,interacts_with,,54576,Target
CID_6780,Phytochemical,interacts_with,,54658,Target
CID_6780,Phytochemical,interacts_with,,6256,Target
CID_6780,Phytochemical,interacts_with,,79813,Target
CID_6780,Phytochemical,interacts_with,,994,Target
Tectona grandis,SHD,contains_chemical,part:Wood,CID_3037329,Phytochemical
Tectona grandis,SHD,contains_chemical,part:Wood,CID_72734,Phytochemical
CID_72734,Phytochemical,interacts_with,,1728,Target
CID_72734,Phytochemical,interacts_with,,3620,Target
CID_72734,Phytochemical,interacts_with,,5447,Target
Tectona grandis,SHD,contains_chemical,part:Wood,CID_67030,Phytochemical
CID_67030,Phytochemical,interacts_with,,4759,Target
CID_67030,Phytochemical,interacts_with,,7276,Target
Tectona grandis,SHD,contains_chemical,part:Wood,CID_3574508,Phytochemical
Tectona grandis,SHD,contains_chemical,part:Wood,CID_344310,Phytochemical
Tectona grandis,SHD,contains_chemical,part:Wood,CID_5318245,Phytochemical
Tectona grandis,SHD,contains_chemical,part:Wood,CID_14283285,Phytochemical
Tectona grandis,SHD,contains_chemical,part:Wood,CID_13970503,Phytochemical
Aegle marmelos,SHD,contains_chemical,part:Bark,CID_222284,Phytochemical
Aegle marmelos,SHD,contains_chemical,part:Bark,CID_259846,Phytochemical
Aegle marmelos,SHD,contains_chemical,part:Bark,CID_323,Phytochemical
CID_323,Phytochemical,interacts_with,,10013,Target
CID_323,Phytochemical,interacts_with,,10280,Target
CID_323,Phytochemical,interacts_with,,10599,Target
CID_323,Phytochemical,interacts_with,,10800,Target
CID_323,Phytochemical,interacts_with,,11201,Target
CID_323,Phytochemical,interacts_with,,11238,Target
CID_323,Phytochemical,interacts_with,,1128,Target
CID_323,Phytochemical,interacts_with,,1129,Target
CID_323,Phytochemical,interacts_with,,11309,Target
CID_323,Phytochemical,interacts_with,,1131,Target
CID_323,Phytochemical,interacts_with,,1132,Target
CID_323,Phytochemical,interacts_with,,1133,Target
CID_323,Phytochemical,interacts_with,,1233,Target
CID_323,Phytochemical,interacts_with,,1234,Target
