source_id,source_type,relation,properties,target_id,target_type
CID_5280934,Phytochemical,interacts_with,,3350,Target
CID_5280934,Phytochemical,interacts_with,,3356,Target
CID_5280934,Phytochemical,interacts_with,,3357,Target
CID_5280934,Phytochemical,interacts_with,,3358,Target
CID_5280934,Phytochemical,interacts_with,,3359,Target
CID_5280934,Phytochemical,interacts_with,,338557,Target
CID_5280934,Phytochemical,interacts_with,,367,Target
CID_5280934,Phytochemical,interacts_with,,3725,Target
CID_5280934,Phytochemical,interacts_with,,3757,Target
CID_5280934,Phytochemical,interacts_with,,3837,Target
CID_5280934,Phytochemical,interacts_with,,390245,Target
CID_5280934,Phytochemical,interacts_with,,4000,Target
CID_5280934,Phytochemical,interacts_with,,4128,Target
CID_5280934,Phytochemical,interacts_with,,4137,Target
CID_5280934,Phytochemical,interacts_with,,4159,Target
CID_5280934,Phytochemical,interacts_with,,4297,Target
CID_5280934,Phytochemical,interacts_with,,4780,Target
CID_5280934,Phytochemical,interacts_with,,4790,Target
CID_5280934,Phytochemical,interacts_with,,4886,Target
CID_5280934,Phytochemical,interacts_with,,4985,Target
CID_5280934,Phytochemical,interacts_with,,4986,Target
CID_5280934,Phytochemical,interacts_with,,4988,Target
CID_5280934,Phytochemical,interacts_with,,51053,Target
CID_5280934,Phytochemical,interacts_with,,5139,Target
CID_5280934,Phytochemical,interacts_with,,51426,Target
CID_5280934,Phytochemical,interacts_with,,5144,Target
CID_5280934,Phytochemical,interacts_with,,5241,Target
CID_5280934,Phytochemical,interacts_with,,5300,Target
CID_5280934,Phytochemical,interacts_with,,5319,Target
CID_5280934,Phytochemical,interacts_with,,5347,Target
CID_5280934,Phytochemical,interacts_with,,5429,Target
CID_5280934,Phytochemical,interacts_with,,5465,Target
CID_5280934,Phytochemical,interacts_with,,5467,Target
CID_5280934,Phytochemical,interacts_with,,5468,Target
CID_5280934,Phytochemical,interacts_with,,552,Target
CID_5280934,Phytochemical,interacts_with,,554,Target
CID_5280934,Phytochemical,interacts_with,,55775,Target
CID_5280934,Phytochemical,interacts_with,,5742,Target
CID_5280934,Phytochemical,interacts_with,,5743,Target
CID_5280934,Phytochemical,interacts_with,,5965,Target
CID_5280934,Phytochemical,interacts_with,,5999,Target
CID_5280934,Phytochemical,interacts_with,,60489,Target
CID_5280934,Phytochemical,interacts_with,,624,Target
CID_5280934,Phytochemical,interacts_with,,6256,Target
CID_5280934,Phytochemical,interacts_with,,641,Target
CID_5280934,Phytochemical,interacts_with,,6530,Target
CID_5280934,Phytochemical,interacts_with,,6531,Target
CID_5280934,Phytochemical,interacts_with,,6532,Target
CID_5280934,Phytochemical,interacts_with,,6915,Target
CID_5280934,Phytochemical,interacts_with,,7015,Target
CID_5280934,Phytochemical,interacts_with,,7398,Target
CID_5280934,Phytochemical,interacts_with,,7421,Target
CID_5280934,Phytochemical,interacts_with,,7486,Target
CID_5280934,Phytochemical,interacts_with,,865,Target
CID_5280934,Phytochemical,interacts_with,,8856,Target
CID_5280934,Phytochemical,interacts_with,,886,Target
CID_5280934,Phytochemical,interacts_with,,887,Target
CID_5280934,Phytochemical,interacts_with,,9971,Target
Butea monosperma,SHD,contains_chemical,part:Seed,CID_5280450,Phytochemical
CID_5280450,Phytochemical,interacts_with,,1576,Target
CID_5280450,Phytochemical,interacts_with,,1588,Target
CID_5280450,Phytochemical,interacts_with,,1845,Target
CID_5280450,Phytochemical,interacts_with,,2099,Target
CID_5280450,Phytochemical,interacts_with,,2152,Target
CID_5280450,Phytochemical,interacts_with,,2155,Target
CID_5280450,Phytochemical,interacts_with,,216,Target
CID_5280450,Phytochemical,interacts_with,,2167,Target
CID_5280450,Phytochemical,interacts_with,,2170,Target
CID_5280450,Phytochemical,interacts_with,,246,Target
CID_5280450,Phytochemical,interacts_with,,2648,Target
CID_5280450,Phytochemical,interacts_with,,2769,Target
CID_5280450,Phytochemical,interacts_with,,2864,Target
CID_5280450,Phytochemical,interacts_with,,3028,Target
CID_5280450,Phytochemical,interacts_with,,3248,Target
CID_5280450,Phytochemical,interacts_with,,3315,Target
CID_5280450,Phytochemical,interacts_with,,338557,Target
CID_5280450,Phytochemical,interacts_with,,367,Target
CID_5280450,Phytochemical,interacts_with,,3725,Target
CID_5280450,Phytochemical,interacts_with,,4000,Target
CID_5280450,Phytochemical,interacts_with,,4780,Target
CID_5280450,Phytochemical,interacts_with,,4790,Target
CID_5280450,Phytochemical,interacts_with,,4929,Target
CID_5280450,Phytochemical,interacts_with,,51053,Target
CID_5280450,Phytochemical,interacts_with,,51426,Target
CID_5280450,Phytochemical,interacts_with,,51548,Target
CID_5280450,Phytochemical,interacts_with,,5465,Target
CID_5280450,Phytochemical,interacts_with,,5467,Target
CID_5280450,Phytochemical,interacts_with,,5468,Target
CID_5280450,Phytochemical,interacts_with,,55775,Target
CID_5280450,Phytochemical,interacts_with,,5742,Target
CID_5280450,Phytochemical,interacts_with,,5778,Target
CID_5280450,Phytochemical,interacts_with,,6256,Target
CID_5280450,Phytochemical,interacts_with,,6646,Target
CID_5280450,Phytochemical,interacts_with,,7015,Target
CID_5280450,Phytochemical,interacts_with,,7253,Target
CID_5280450,Phytochemical,interacts_with,,7398,Target
CID_5280450,Phytochemical,interacts_with,,8644,Target
CID_5280450,Phytochemical,interacts_with,,9971,Target
Butea monosperma,SHD,contains_chemical,part:Seed,CID_12309055,Phytochemical
Butea monosperma,SHD,contains_chemical,part:Seed,CID_5742590,Phytochemical
CID_5742590,Phytochemical,interacts_with,,10013,Target
CID_5742590,Phytochemical,interacts_with,,2932,Target
CID_5742590,Phytochemical,interacts_with,,3417,Target
CID_5742590,Phytochemical,interacts_with,,51422,Target
CID_5742590,Phytochemical,interacts_with,,53632,Target
CID_5742590,Phytochemical,interacts_with,,5423,Target
CID_5742590,Phytochemical,interacts_with,,5562,Target
CID_5742590,Phytochemical,interacts_with,,5563,Target
CID_5742590,Phytochemical,interacts_with,,5564,Target
CID_5742590,Phytochemical,interacts_with,,5565,Target
CID_5742590,Phytochemical,interacts_with,,5571,Target
Butea monosperma,SHD,contains_chemical,part:Seed,CID_10467,Phytochemical
CID_10467,Phytochemical,interacts_with,,5465,Target
CID_10467,Phytochemical,interacts_with,,5467,Target
CID_10467,Phytochemical,interacts_with,,5468,Target
CID_10467,Phytochemical,interacts_with,,5770,Target
Butea monosperma,SHD,contains_chemical,part:Seed,CID_8215,Phytochemical
CID_8215,Phytochemical,interacts_with,,10013,Target
CID_8215,Phytochemical,interacts_with,,5465,Target
CID_8215,Phytochemical,interacts_with,,5467,Target
CID_8215,Phytochemical,interacts_with,,5468,Target
Butea monosperma,SHD,contains_chemical,part:Seed,CID_73170,Phytochemical
CID_73170,Phytochemical,interacts_with,,151306,Target
CID_73170,Phytochemical,interacts_with,,240,Target
CID_73170,Phytochemical,interacts_with,,247,Target
CID_73170,Phytochemical,interacts_with,,3417,Target
CID_73170,Phytochemical,interacts_with,,5743,Target
CID_73170,Phytochemical,interacts_with,,5770,Target
CID_73170,Phytochemical,interacts_with,,7150,Target
CID_73170,Phytochemical,interacts_with,,7153,Target
CID_73170,Phytochemical,interacts_with,,9971,Target
Butea monosperma,SHD,contains_chemical,part:Seed,CID_11197,Phytochemical
Butea monosperma,SHD,contains_chemical,part:Seed,CID_2969,Phytochemical
CID_2969,Phytochemical,interacts_with,,2908,Target
CID_2969,Phytochemical,interacts_with,,3315,Target
CID_2969,Phytochemical,interacts_with,,367,Target
CID_2969,Phytochemical,interacts_with,,4780,Target
CID_2969,Phytochemical,interacts_with,,51053,Target
CID_2969,Phytochemical,interacts_with,,53831,Target
CID_2969,Phytochemical,interacts_with,,54575,Target
CID_2969,Phytochemical,interacts_with,,54576,Target
CID_2969,Phytochemical,interacts_with,,5465,Target
CID_2969,Phytochemical,interacts_with,,54659,Target
CID_2969,Phytochemical,interacts_with,,5467,Target
CID_2969,Phytochemical,interacts_with,,5468,Target
CID_2969,Phytochemical,interacts_with,,55775,Target
CID_2969,Phytochemical,interacts_with,,6097,Target
CID_2969,Phytochemical,interacts_with,,7253,Target
Butea monosperma,SHD,contains_chemical,part:Seed,CID_379,Phytochemical
CID_379,Phytochemical,interacts_with,,216,Target
CID_379,Phytochemical,interacts_with,,2908,Target
CID_379,Phytochemical,interacts_with,,4000,Target
CID_379,Phytochemical,interacts_with,,51053,Target
CID_379,Phytochemical,interacts_with,,53831,Target
CID_379,Phytochemical,interacts_with,,54575,Target
CID_379,Phytochemical,interacts_with,,54576,Target
CID_379,Phytochemical,interacts_with,,55867,Target
CID_379,Phytochemical,interacts_with,,7253,Target
CID_379,Phytochemical,interacts_with,,9356,Target
CID_379,Phytochemical,interacts_with,,9376,Target
Butea monosperma,SHD,contains_chemical,part:Seed,CID_3893,Phytochemical
CID_3893,Phytochemical,interacts_with,,10013,Target
CID_3893,Phytochemical,interacts_with,,10951,Target
CID_3893,Phytochemical,interacts_with,,11069,Target
CID_3893,Phytochemical,interacts_with,,1571,Target
CID_3893,Phytochemical,interacts_with,,2099,Target
CID_3893,Phytochemical,interacts_with,,216,Target
CID_3893,Phytochemical,interacts_with,,2740,Target
CID_3893,Phytochemical,interacts_with,,2778,Target
CID_3893,Phytochemical,interacts_with,,2864,Target
CID_3893,Phytochemical,interacts_with,,338557,Target
CID_3893,Phytochemical,interacts_with,,3576,Target
CID_3893,Phytochemical,interacts_with,,367,Target
CID_3893,Phytochemical,interacts_with,,4790,Target
CID_3893,Phytochemical,interacts_with,,53831,Target
CID_3893,Phytochemical,interacts_with,,54575,Target
CID_3893,Phytochemical,interacts_with,,54576,Target
CID_3893,Phytochemical,interacts_with,,5465,Target
CID_3893,Phytochemical,interacts_with,,54659,Target
CID_3893,Phytochemical,interacts_with,,5467,Target
CID_3893,Phytochemical,interacts_with,,5468,Target
CID_3893,Phytochemical,interacts_with,,6097,Target
CID_3893,Phytochemical,interacts_with,,6256,Target
CID_3893,Phytochemical,interacts_with,,7068,Target
CID_3893,Phytochemical,interacts_with,,7253,Target
CID_3893,Phytochemical,interacts_with,,9971,Target
Butea monosperma,SHD,contains_chemical,part:Seed,CID_102515444,Phytochemical
Butea monosperma,SHD,contains_chemical,part:Seed,CID_16898,Phytochemical
Butea monosperma,SHD,contains_chemical,part:Seed,CID_10071442,Phytochemical
Butea monosperma,SHD,contains_chemical,part:Seed,CID_12309899,Phytochemical
Butea monosperma,SHD,contains_chemical,part:Seed,CID_12303942,Phytochemical
Butea monosperma,SHD,contains_chemical,part:Seed,CID_42607822,Phytochemical
Butea monosperma,SHD,contains_chemical,part:Seed,CID_42607524,Phytochemical
Butea monosperma,SHD,contains_chemical,part:Seed,CID_198727,Phytochemical
Butea monosperma,SHD,contains_chemical,part:Seed,CID_5312784,Phytochemical
Butea monosperma,SHD,contains_chemical,part:Seed,CID_10790,Phytochemical
Butea monosperma,SHD,contains_chemical,part:Seed,CID_49831545,Phytochemical
Butea monosperma,SHD,contains_chemical,part:Seed,CID_5311264,Phytochemical
Diospyros malabarica,SHD,contains_chemical,part:Fruit,CID_222284,Phytochemical
Diospyros malabarica,SHD,contains_chemical,part:Fruit,CID_71597391,Phytochemical
Diospyros malabarica,SHD,contains_chemical,part:Fruit,CID_12309055,Phytochemical
Diospyros malabarica,SHD,contains_chemical,part:Fruit,CID_5742590,Phytochemical
Diospyros malabarica,SHD,contains_chemical,part:Fruit,CID_73145,Phytochemical
CID_73145,Phytochemical,interacts_with,,10599,Target
CID_73145,Phytochemical,interacts_with,,240,Target
CID_73145,Phytochemical,interacts_with,,247,Target
CID_73145,Phytochemical,interacts_with,,28234,Target
CID_73145,Phytochemical,interacts_with,,5743,Target
CID_73145,Phytochemical,interacts_with,,5770,Target
Diospyros malabarica,SHD,contains_chemical,part:Fruit,CID_259846,Phytochemical
Diospyros malabarica,SHD,contains_chemical,part:Fruit,CID_370,Phytochemical
CID_370,Phytochemical,interacts_with,,10013,Target
CID_370,Phytochemical,interacts_with,,10599,Target
CID_370,Phytochemical,interacts_with,,10919,Target
CID_370,Phytochemical,interacts_with,,11238,Target
CID_370,Phytochemical,interacts_with,,118429,Target
CID_370,Phytochemical,interacts_with,,1588,Target
CID_370,Phytochemical,interacts_with,,1636,Target
CID_370,Phytochemical,interacts_with,,1803,Target
CID_370,Phytochemical,interacts_with,,2099,Target
CID_370,Phytochemical,interacts_with,,216,Target
CID_370,Phytochemical,interacts_with,,231,Target
CID_370,Phytochemical,interacts_with,,23632,Target
CID_370,Phytochemical,interacts_with,,2526,Target
CID_370,Phytochemical,interacts_with,,2529,Target
CID_370,Phytochemical,interacts_with,,2590,Target
CID_370,Phytochemical,interacts_with,,259285,Target
CID_370,Phytochemical,interacts_with,,2597,Target
CID_370,Phytochemical,interacts_with,,2648,Target
CID_370,Phytochemical,interacts_with,,2744,Target
CID_370,Phytochemical,interacts_with,,28234,Target
CID_370,Phytochemical,interacts_with,,2908,Target
CID_370,Phytochemical,interacts_with,,3028,Target
CID_370,Phytochemical,interacts_with,,3248,Target
CID_370,Phytochemical,interacts_with,,328,Target
CID_370,Phytochemical,interacts_with,,3315,Target
CID_370,Phytochemical,interacts_with,,3417,Target
CID_370,Phytochemical,interacts_with,,351,Target
CID_370,Phytochemical,interacts_with,,3576,Target
CID_370,Phytochemical,interacts_with,,367,Target
CID_370,Phytochemical,interacts_with,,3725,Target
CID_370,Phytochemical,interacts_with,,390245,Target
CID_370,Phytochemical,interacts_with,,4000,Target
CID_370,Phytochemical,interacts_with,,4137,Target
CID_370,Phytochemical,interacts_with,,4316,Target
CID_370,Phytochemical,interacts_with,,4780,Target
CID_370,Phytochemical,interacts_with,,5054,Target
CID_370,Phytochemical,interacts_with,,51426,Target
CID_370,Phytochemical,interacts_with,,54658,Target
CID_370,Phytochemical,interacts_with,,55775,Target
CID_370,Phytochemical,interacts_with,,5594,Target
CID_370,Phytochemical,interacts_with,,5693,Target
CID_370,Phytochemical,interacts_with,,5743,Target
CID_370,Phytochemical,interacts_with,,6401,Target
CID_370,Phytochemical,interacts_with,,6402,Target
CID_370,Phytochemical,interacts_with,,6403,Target
CID_370,Phytochemical,interacts_with,,6606,Target
CID_370,Phytochemical,interacts_with,,6622,Target
CID_370,Phytochemical,interacts_with,,6868,Target
CID_370,Phytochemical,interacts_with,,7157,Target
CID_370,Phytochemical,interacts_with,,7421,Target
CID_370,Phytochemical,interacts_with,,759,Target
CID_370,Phytochemical,interacts_with,,760,Target
CID_370,Phytochemical,interacts_with,,761,Target
CID_370,Phytochemical,interacts_with,,762,Target
CID_370,Phytochemical,interacts_with,,763,Target
CID_370,Phytochemical,interacts_with,,765,Target
CID_370,Phytochemical,interacts_with,,766,Target
CID_370,Phytochemical,interacts_with,,768,Target
CID_370,Phytochemical,interacts_with,,771,Target
Diospyros malabarica,SHD,contains_chemical,part:Fruit,CID_68171,Phytochemical
Diospyros malabarica,SHD,contains_chemical,part:Fruit,CID_64971,Phytochemical
Diospyros malabarica,SHD,contains_chemical,part:Fruit,CID_72326,Phytochemical
CID_72326,Phytochemical,interacts_with,,10013,Target
CID_72326,Phytochemical,interacts_with,,10599,Target
CID_72326,Phytochemical,interacts_with,,151306,Target
CID_72326,Phytochemical,interacts_with,,28234,Target
CID_72326,Phytochemical,interacts_with,,387,Target
CID_72326,Phytochemical,interacts_with,,4907,Target
CID_72326,Phytochemical,interacts_with,,5579,Target
CID_72326,Phytochemical,interacts_with,,5581,Target
CID_72326,Phytochemical,interacts_with,,5743,Target
CID_72326,Phytochemical,interacts_with,,5879,Target
CID_72326,Phytochemical,interacts_with,,5970,Target
CID_72326,Phytochemical,interacts_with,,6554,Target
CID_72326,Phytochemical,interacts_with,,7153,Target
CID_72326,Phytochemical,interacts_with,,9971,Target
CID_72326,Phytochemical,interacts_with,,998,Target
Diospyros malabarica,SHD,contains_chemical,part:Fruit,CID_12407,Phytochemical
Diospyros malabarica,SHD,contains_chemical,part:Fruit,CID_92785,Phytochemical
Diospyros malabarica,SHD,contains_chemical,part:Fruit,CID_22296838,Phytochemical
Diospyros malabarica,SHD,contains_chemical,part:Fruit,CID_7092583,Phytochemical
Diospyros malabarica,SHD,contains_chemical,part:Fruit,CID_14033983,Phytochemical
Berberis aristata,SHD,contains_chemical,part:Stem,CID_2353,Phytochemical
CID_2353,Phytochemical,interacts_with,,10013,Target
CID_2353,Phytochemical,interacts_with,,10599,Target
CID_2353,Phytochemical,interacts_with,,11309,Target
CID_2353,Phytochemical,interacts_with,,1544,Target
CID_2353,Phytochemical,interacts_with,,1545,Target
CID_2353,Phytochemical,interacts_with,,1565,Target
CID_2353,Phytochemical,interacts_with,,1576,Target
CID_2353,Phytochemical,interacts_with,,1646,Target
CID_2353,Phytochemical,interacts_with,,216,Target
CID_2353,Phytochemical,interacts_with,,23028,Target
CID_2353,Phytochemical,interacts_with,,28234,Target
CID_2353,Phytochemical,interacts_with,,3091,Target
CID_2353,Phytochemical,interacts_with,,3576,Target
CID_2353,Phytochemical,interacts_with,,3757,Target
CID_2353,Phytochemical,interacts_with,,4137,Target
CID_2353,Phytochemical,interacts_with,,4297,Target
CID_2353,Phytochemical,interacts_with,,43,Target
CID_2353,Phytochemical,interacts_with,,4513,Target
CID_2353,Phytochemical,interacts_with,,51422,Target
CID_2353,Phytochemical,interacts_with,,53632,Target
CID_2353,Phytochemical,interacts_with,,5465,Target
CID_2353,Phytochemical,interacts_with,,5467,Target
CID_2353,Phytochemical,interacts_with,,5550,Target
CID_2353,Phytochemical,interacts_with,,5562,Target
CID_2353,Phytochemical,interacts_with,,5563,Target
CID_2353,Phytochemical,interacts_with,,5564,Target
CID_2353,Phytochemical,interacts_with,,5565,Target
CID_2353,Phytochemical,interacts_with,,5571,Target
CID_2353,Phytochemical,interacts_with,,5770,Target
CID_2353,Phytochemical,interacts_with,,590,Target
CID_2353,Phytochemical,interacts_with,,6606,Target
CID_2353,Phytochemical,interacts_with,,7015,Target
CID_2353,Phytochemical,interacts_with,,7253,Target
CID_2353,Phytochemical,interacts_with,,8644,Target
CID_2353,Phytochemical,interacts_with,,865,Target
CID_2353,Phytochemical,interacts_with,,9536,Target
Berberis aristata,SHD,contains_chemical,part:Stem,CID_19009,Phytochemical
CID_19009,Phytochemical,interacts_with,,10013,Target
CID_19009,Phytochemical,interacts_with,,10599,Target
CID_19009,Phytochemical,interacts_with,,1565,Target
CID_19009,Phytochemical,interacts_with,,1576,Target
CID_19009,Phytochemical,interacts_with,,2033,Target
CID_19009,Phytochemical,interacts_with,,23028,Target
CID_19009,Phytochemical,interacts_with,,28234,Target
CID_19009,Phytochemical,interacts_with,,3091,Target
CID_19009,Phytochemical,interacts_with,,4000,Target
CID_19009,Phytochemical,interacts_with,,43,Target
CID_19009,Phytochemical,interacts_with,,5550,Target
CID_19009,Phytochemical,interacts_with,,5770,Target
CID_19009,Phytochemical,interacts_with,,590,Target
CID_19009,Phytochemical,interacts_with,,7398,Target
Berberis aristata,SHD,contains_chemical,part:Stem,CID_72323,Phytochemical
CID_72323,Phytochemical,interacts_with,,10919,Target
CID_72323,Phytochemical,interacts_with,,11201,Target
CID_72323,Phytochemical,interacts_with,,1576,Target
CID_72323,Phytochemical,interacts_with,,2237,Target
CID_72323,Phytochemical,interacts_with,,23028,Target
CID_72323,Phytochemical,interacts_with,,2548,Target
CID_72323,Phytochemical,interacts_with,,2629,Target
CID_72323,Phytochemical,interacts_with,,2744,Target
CID_72323,Phytochemical,interacts_with,,390245,Target
CID_72323,Phytochemical,interacts_with,,4000,Target
CID_72323,Phytochemical,interacts_with,,4137,Target
CID_72323,Phytochemical,interacts_with,,4154,Target
CID_72323,Phytochemical,interacts_with,,5423,Target
CID_72323,Phytochemical,interacts_with,,55775,Target
CID_72323,Phytochemical,interacts_with,,5893,Target
CID_72323,Phytochemical,interacts_with,,6606,Target
Berberis aristata,SHD,contains_chemical,part:Stem,CID_11066,Phytochemical
CID_11066,Phytochemical,interacts_with,,351,Target
CID_11066,Phytochemical,interacts_with,,43,Target
CID_11066,Phytochemical,interacts_with,,5550,Target
CID_11066,Phytochemical,interacts_with,,590,Target
Berberis aristata,SHD,contains_chemical,part:Stem,CID_442333,Phytochemical
CID_442333,Phytochemical,interacts_with,,3417,Target
CID_442333,Phytochemical,interacts_with,,4088,Target
CID_442333,Phytochemical,interacts_with,,55775,Target
CID_442333,Phytochemical,interacts_with,,5893,Target
CID_442333,Phytochemical,interacts_with,,6311,Target
CID_442333,Phytochemical,interacts_with,,7398,Target
CID_442333,Phytochemical,interacts_with,,9682,Target
Berberis aristata,SHD,contains_chemical,part:Stem,CID_630739,Phytochemical
Berberis aristata,SHD,contains_chemical,part:Stem,CID_193239,Phytochemical
Berberis aristata,SHD,contains_chemical,part:Stem,CID_156697,Phytochemical
Berberis aristata,SHD,contains_chemical,part:Stem,CAS_77754-91-7,Phytochemical
Berberis aristata,SHD,contains_chemical,part:Stem,CID_181478,Phytochemical
Gymnema sylvestre,SHD,contains_chemical,part:Leaf,CID_94715,Phytochemical
Gymnema sylvestre,SHD,contains_chemical,part:Leaf,CID_439215,Phytochemical
Gymnema sylvestre,SHD,contains_chemical,part:Leaf,CID_12366,Phytochemical
Gymnema sylvestre,SHD,contains_chemical,part:Leaf,CID_11005,Phytochemical
Gymnema sylvestre,SHD,contains_chemical,part:Leaf,CID_985,Phytochemical
Gymnema sylvestre,SHD,contains_chemical,part:Leaf,CID_5281,Phytochemical
Gymnema sylvestre,SHD,contains_chemical,part:Leaf,CID_12592,Phytochemical
Gymnema sylvestre,SHD,contains_chemical,part:Leaf,CID_957,Phytochemical
CID_957,Phytochemical,interacts_with,,10951,Target
CID_957,Phytochemical,interacts_with,,216,Target
CID_957,Phytochemical,interacts_with,,2908,Target
CID_957,Phytochemical,interacts_with,,3028,Target
CID_957,Phytochemical,interacts_with,,328,Target
CID_957,Phytochemical,interacts_with,,7068,Target
Gymnema sylvestre,SHD,contains_chemical,part:Leaf,CID_8193,Phytochemical
CID_8193,Phytochemical,interacts_with,,4780,Target
CID_8193,Phytochemical,interacts_with,,8989,Target
Gymnema sylvestre,SHD,contains_chemical,part:Leaf,CID_5280794,Phytochemical
Gymnema sylvestre,SHD,contains_chemical,part:Leaf,CID_73145,Phytochemical
Gymnema sylvestre,SHD,contains_chemical,part:Leaf,CID_259846,Phytochemical
Gymnema sylvestre,SHD,contains_chemical,part:Leaf,CID_305,Phytochemical
CID_305,Phytochemical,interacts_with,,10919,Target
CID_305,Phytochemical,interacts_with,,11255,Target
CID_305,Phytochemical,interacts_with,,1128,Target
CID_305,Phytochemical,interacts_with,,1129,Target
CID_305,Phytochemical,interacts_with,,1137,Target
CID_305,Phytochemical,interacts_with,,1139,Target
CID_305,Phytochemical,interacts_with,,140,Target
CID_305,Phytochemical,interacts_with,,148,Target
CID_305,Phytochemical,interacts_with,,150,Target
CID_305,Phytochemical,interacts_with,,1812,Target
CID_305,Phytochemical,interacts_with,,1814,Target
CID_305,Phytochemical,interacts_with,,2099,Target
CID_305,Phytochemical,interacts_with,,2147,Target
CID_305,Phytochemical,interacts_with,,3350,Target
CID_305,Phytochemical,interacts_with,,3357,Target
CID_305,Phytochemical,interacts_with,,367,Target
CID_305,Phytochemical,interacts_with,,4128,Target
CID_305,Phytochemical,interacts_with,,43,Target
CID_305,Phytochemical,interacts_with,,4988,Target
CID_305,Phytochemical,interacts_with,,5139,Target
CID_305,Phytochemical,interacts_with,,5141,Target
CID_305,Phytochemical,interacts_with,,5241,Target
CID_305,Phytochemical,interacts_with,,5742,Target
CID_305,Phytochemical,interacts_with,,6530,Target
CID_305,Phytochemical,interacts_with,,6531,Target
CID_305,Phytochemical,interacts_with,,6532,Target
CID_305,Phytochemical,interacts_with,,6580,Target
CID_305,Phytochemical,interacts_with,,6582,Target
CID_305,Phytochemical,interacts_with,,6583,Target
CID_305,Phytochemical,interacts_with,,6584,Target
CID_305,Phytochemical,interacts_with,,6915,Target
Gymnema sylvestre,SHD,contains_chemical,part:Leaf,CID_247,Phytochemical
CID_247,Phytochemical,interacts_with,,10919,Target
CID_247,Phytochemical,interacts_with,,10951,Target
CID_247,Phytochemical,interacts_with,,1559,Target
CID_247,Phytochemical,interacts_with,,1565,Target
CID_247,Phytochemical,interacts_with,,1576,Target
CID_247,Phytochemical,interacts_with,,206358,Target
CID_247,Phytochemical,interacts_with,,25939,Target
CID_247,Phytochemical,interacts_with,,7253,Target
CID_247,Phytochemical,interacts_with,,79915,Target
CID_247,Phytochemical,interacts_with,,8647,Target
Gymnema sylvestre,SHD,contains_chemical,part:Leaf,CID_2758,Phytochemical
CID_2758,Phytochemical,interacts_with,,10062,Target
CID_2758,Phytochemical,interacts_with,,10280,Target
CID_2758,Phytochemical,interacts_with,,10800,Target
CID_2758,Phytochemical,interacts_with,,10951,Target
CID_2758,Phytochemical,interacts_with,,1128,Target
CID_2758,Phytochemical,interacts_with,,1129,Target
CID_2758,Phytochemical,interacts_with,,1131,Target
CID_2758,Phytochemical,interacts_with,,1132,Target
CID_2758,Phytochemical,interacts_with,,1133,Target
CID_2758,Phytochemical,interacts_with,,1233,Target
CID_2758,Phytochemical,interacts_with,,1234,Target
CID_2758,Phytochemical,interacts_with,,1268,Target
CID_2758,Phytochemical,interacts_with,,134,Target
CID_2758,Phytochemical,interacts_with,,135,Target
CID_2758,Phytochemical,interacts_with,,140,Target
CID_2758,Phytochemical,interacts_with,,1432,Target
CID_2758,Phytochemical,interacts_with,,146,Target
CID_2758,Phytochemical,interacts_with,,150,Target
CID_2758,Phytochemical,interacts_with,,151,Target
CID_2758,Phytochemical,interacts_with,,1511,Target
CID_2758,Phytochemical,interacts_with,,152,Target
CID_2758,Phytochemical,interacts_with,,153,Target
CID_2758,Phytochemical,interacts_with,,154,Target
CID_2758,Phytochemical,interacts_with,,1544,Target
CID_2758,Phytochemical,interacts_with,,1548,Target
CID_2758,Phytochemical,interacts_with,,155,Target
CID_2758,Phytochemical,interacts_with,,1557,Target
CID_2758,Phytochemical,interacts_with,,1559,Target
CID_2758,Phytochemical,interacts_with,,1565,Target
CID_2758,Phytochemical,interacts_with,,1571,Target
CID_2758,Phytochemical,interacts_with,,1576,Target
CID_2758,Phytochemical,interacts_with,,1812,Target
CID_2758,Phytochemical,interacts_with,,1813,Target
CID_2758,Phytochemical,interacts_with,,1814,Target
CID_2758,Phytochemical,interacts_with,,1815,Target
CID_2758,Phytochemical,interacts_with,,186,Target
CID_2758,Phytochemical,interacts_with,,1909,Target
CID_2758,Phytochemical,interacts_with,,1956,Target
CID_2758,Phytochemical,interacts_with,,1991,Target
CID_2758,Phytochemical,interacts_with,,2064,Target
CID_2758,Phytochemical,interacts_with,,2099,Target
CID_2758,Phytochemical,interacts_with,,2100,Target
CID_2758,Phytochemical,interacts_with,,2321,Target
CID_2758,Phytochemical,interacts_with,,2534,Target
CID_2758,Phytochemical,interacts_with,,25939,Target
CID_2758,Phytochemical,interacts_with,,2908,Target
CID_2758,Phytochemical,interacts_with,,3156,Target
CID_2758,Phytochemical,interacts_with,,3269,Target
CID_2758,Phytochemical,interacts_with,,3274,Target
CID_2758,Phytochemical,interacts_with,,328,Target
CID_2758,Phytochemical,interacts_with,,3356,Target
CID_2758,Phytochemical,interacts_with,,3357,Target
CID_2758,Phytochemical,interacts_with,,3358,Target
CID_2758,Phytochemical,interacts_with,,3359,Target
CID_2758,Phytochemical,interacts_with,,3362,Target
CID_2758,Phytochemical,interacts_with,,3577,Target
CID_2758,Phytochemical,interacts_with,,3579,Target
CID_2758,Phytochemical,interacts_with,,367,Target
CID_2758,Phytochemical,interacts_with,,3725,Target
CID_2758,Phytochemical,interacts_with,,3757,Target
CID_2758,Phytochemical,interacts_with,,3932,Target
CID_2758,Phytochemical,interacts_with,,4000,Target
CID_2758,Phytochemical,interacts_with,,4128,Target
